구,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008
강남구,76703.14655172414,77245.98985507246,83240.26110607434,79416.83486238532,67217.81081081081,64709.68067226891,74132.55974842767,66426.08070175438,78046.35294117648,81151.52028639617,72226.58421052631,76350.02401372213,60139.567708333336,61114.66455696202,56418.932692307695,67416.18238993711,71905.3425925926,70889.34121621621,67671.37282229966,69396.44545454545,71595.25,69929.02205882352,80755.40229885057,69905.07142857143,78907.42060085837,77564.27547169811,71468.65789473684,79476.94278606965,69722.1462585034,73794.05,72787.91279069768,78463.50877192983,87212.25742574257,78374.48235294118,71818.50450450451,73756.6497461929,89243.78423236514,83593.22916666667,89842.29166666667,90544.42693773824,91512.09523809524,92813.31857318574,90402.28529839884,87121.50620689655,90648.04040404041,92377.61157024793,91144.99190283401,94437.94164456234,91740.82327586207,92126.76351351352,81349.19354838709,83538.6887755102,80637.57763975156,74763.13259668509,75912.78977272728,83850.7684729064,78794.08071748879,86059.31529411765,89311.37755102041,93374.35834609494,83852.96914700544,80907.8078817734,85978.47301587301,77659.32142857143,82395.72222222222,84385.05338078292,86764.17955801105,80053.91614906832,92022.94052044609,86283.5612244898,91118.97083333334,85868.50788643533,77789.04705882353,81642.98591549296,83244.46530612245,82240.78927203066,90971.0,76310.52469135802,83506.5503875969,86019.15267175573,84166.60869565218,81226.49350649351,78474.43081761006,84625.31228070175,87015.85530546623,83917.543814433,90125.0442890443,78548.28450106157,81235.64102564103,81057.76506024097,89774.66233766233,79344.38545454545,83776.26285714285,87932.72208436724,83575.99261083743,82509.26405451448,88691.05804311775,91071.17495711835,93436.87333333334,87499.72292993631,81975.97540983607,88834.39071038252,86344.23706896552,89539.53822152886,92552.55489614244,80845.27411167513,90554.73654390936,83442.03397027601,87771.72093023256,85555.90981012658,91506.02436323366,90238.55597484276,91960.29971181556,94751.1361426256,95757.50850077279,98837.86157517899,95512.22243346008,100406.51589595375,106027.78178368122,98963.57142857143,98086.76727272727,100002.0895522388,94457.39273927393,103690.06141367323,109956.26598465473,110378.51851851853,107260.2600671141,110904.23926380368,112060.08571428571,107440.77222222222,113930.62396694215,118903.16803278688,115853.34928229665,118608.08864265928,119340.84545454546,117904.25525040388,118396.66302521009,120859.23611111111,128595.49803149606,130142.06008583691,126190.84210526316,134069.3719376392,143316.92656875835,145155.4502164502,147117.7819548872,144976.26404494382,144246.34146341463,144643.12977099235,143621.91176470587,156319.3661971831,155196.15384615384,165210.43656207368,171501.38436482084,151305.68148148147,154452.85714285713,148355.76543209876,173070.92105263157,154485.7142857143,155681.20134228189,172314.6551724138,173994.41558441558,179622.36379018612,182288.1724137931,183086.8870523416,186896.1477045908,187130.54285714286,183953.40188679245,171788.69680851063,154908.84615384616,161472.13924050634,170534.07407407407,195356.2068965517,183122.41721854304,181259.091954023,170101.23691460054,192015.5633802817
강동구,39238.8344988345,37131.67507002801,43112.271966527194,39709.69525547445,38867.79574468085,35699.649122807015,34836.336956521736,36570.95714285714,39636.28483353884,42617.59812353401,36866.68366013072,38737.270034843204,32425.97609561753,33878.79425837321,33280.8085106383,34862.909952606635,39749.0,42932.29020979021,38786.72692307692,36032.91370558376,36926.8449197861,37588.101694915254,40422.70612244898,42209.5140562249,37131.97435897436,36384.548484848485,37337.95870736086,38871.0,42093.77209302325,39495.332394366196,40560.21276595745,41175.65536723164,44199.007352941175,39702.1976744186,44500.494736842105,46718.05844155844,45213.30434782609,45317.67988668555,41552.59881422925,40492.53488372093,41061.917057902974,46564.680880330125,45465.66333333333,45764.94387755102,43839.795566502464,44122.356223175964,41359.12560386473,46719.51515151515,43853.870786516854,41215.81549815498,41458.53913043478,41153.57931034483,43470.29508196721,44702.318181818184,43530.43165467626,42790.368055555555,45572.72448979592,43200.355685131195,45799.002857142856,46694.505347593586,43833.8747300216,42613.38567493113,40834.85852090032,40724.14218009479,49675.01486988847,43906.97572815534,44575.37586206896,41175.1433447099,42544.560538116595,42493.48547717842,42856.0,45424.95510204082,44664.06493506493,44230.67647058824,43432.82786885246,45010.25925925926,39822.09465020576,42254.229007633585,44177.4224137931,40343.375939849626,45974.041666666664,43445.0,42218.96666666667,41501.11386138614,38468.46332046332,41924.03726708075,42418.871391076114,41288.356164383564,39879.31316725979,40430.94262295082,42091.14569536424,41202.954545454544,42806.78151260504,41913.27077747989,41521.041666666664,42600.87378640777,44126.980609418286,41389.045368620034,40015.336152219876,44174.217194570134,41754.9344978166,42160.84507042253,41602.18237082067,42326.60130718954,44320.504385964916,43191.890862944165,42982.49163879599,33407.947895791585,41684.489130434784,44107.48529411765,43426.46318289786,46545.43657331137,46043.30997876858,46071.786516853936,48596.252727272724,46877.608040201005,48968.4222737819,48328.445807770964,47597.68831168831,44849.7479338843,46846.25514403292,43862.941422594144,47249.32867132867,49431.910476190475,49905.99811676083,50636.04559748428,50426.031198686374,52255.0,51566.92213114754,53621.78133333333,51107.88590604027,51914.50777202073,55205.601156069366,52126.792079207924,52154.83975659229,57742.93511988717,56784.156616415414,55973.57777777778,61678.61754780653,57767.52173913043,59767.38305084746,58475.617647058825,64236.666666666664,62958.18385650224,65030.79809004093,62507.92291220557,60937.425287356324,57345.541401273884,56007.48663101604,61499.22705314009,64395.14388489209,70940.02567394095,72324.31754874652,65851.95652173914,61582.76,57742.42424242424,54596.5,58745.333333333336,63776.21951219512,63821.25,73840.63636363637,77267.7101910828,75380.15113871636,76337.14659685864,77289.74038461539,73700.66529492455,77404.58715596331,71374.53987730062,65284.520958083835,69464.54987212276,63053.030303030304,65597.65625,70376.8670886076,87493.09551208286,87722.25806451614,90952.9203539823
강북구,18964.90740740741,20046.40776699029,20756.01818181818,20827.679738562092,20750.693641618498,21192.96551724138,21142.805755395682,20588.95,22276.096202531644,21856.954545454544,21264.68051118211,21960.60606060606,20469.565217391304,22373.796296296296,21575.636363636364,23401.98347107438,23319.17525773196,23870.754716981133,23471.571428571428,25603.070175438595,25538.67924528302,28125.49738219895,26394.747474747473,28704.0,28347.983193277312,29022.80701754386,29545.492227979274,32334.668674698794,34640.08904109589,33354.62962962963,33544.339622641506,32962.884057971016,34176.470588235294,30192.30769230769,34645.454545454544,30787.5,32135.9375,29921.428571428572,30968.852459016394,30287.835051546394,30052.5,30580.66037735849,29254.019607843136,31971.280303030304,33727.86554621849,32910.48387096774,31683.75,30878.571428571428,32777.5,29206.86274509804,32088.0,30230.882352941175,31035.384615384617,29488.636363636364,29366.5625,29055.405405405407,30835.0,29225.0,32577.58620689655,31046.702127659573,31591.666666666668,30329.65811965812,29697.610619469026,32459.21052631579,29455.671641791047,31508.86075949367,31067.46835443038,29367.582417582416,30595.428571428572,30789.87341772152,29635.342465753423,30706.521739130436,30796.77192982456,30084.939759036144,30367.105263157893,29053.376623376622,27620.16129032258,30356.896551724138,28837.719298245614,31025.49019607843,28703.90625,29180.117647058825,30721.0843373494,31080.76923076923,30413.157894736843,29493.837209302324,30274.959349593497,29413.928571428572,30597.094017094016,30162.333333333332,29737.761194029852,29744.026548672566,31792.85714285714,32059.0625,30196.181034482757,31055.275510204083,31496.858407079646,32094.4966442953,31132.23076923077,31246.315789473683,32605.0,32009.00900900901,31451.327433628318,31055.442176870747,32225.612903225807,33801.60583941606,31570.208333333332,31320.408163265307,30133.01204819277,31523.374384236453,31218.38905775076,31450.801526717558,32152.49042145594,32073.514644351464,33751.063829787236,33586.601941747576,32637.112068965518,34829.91452991453,34473.42105263158,36113.57142857143,33259.89655172414,33973.97959183674,32826.03550295858,32092.71523178808,33910.944444444445,35054.11504424779,37427.69565217391,37479.12371134021,38435.345622119814,37816.60633484163,36970.87912087912,36062.179487179485,36322.41379310345,36423.333333333336,36550.0,34241.89189189189,34823.64077669903,39749.555555555555,38514.967625899284,37755.725190839694,39023.82550335571,37002.80303030303,40122.51655629139,32746.854304635763,40185.17441860465,40024.31707317073,41639.55017301038,41788.75,40995.401459854016,41452.903225806454,42989.60396039604,44358.940809968844,45296.94174757282,41472.72727272727,41617.391304347824,42464.634146341465,44962.06896551724,42019.117647058825,44155.833333333336,42236.22641509434,42077.5641025641,43133.793103448275,44789.44827586207,44995.703125,44189.33823529412,48961.0243902439,51210.9947643979,50455.06072874494,46467.60383386582,51212.21374045801,53343.167701863356,49934.84848484849,51229.09090909091,59936.72922252011,60203.398058252424,57374.02597402597
강서구,25068.472622478384,26518.389583333334,27534.87400530504,26201.818518518518,22607.339805825242,21697.031325301206,21920.50397877984,23176.673151750972,23712.28869374314,27150.490797546012,25349.703653585926,24539.444897959183,21107.297777777778,22127.707446808512,21660.037453183522,22977.87214611872,25012.823529411766,24656.32340425532,23551.075539568345,23546.87351778656,27378.40234375,27656.610526315788,27323.538216560508,27520.471760797343,27331.101910828027,28176.65274151436,26905.21582733813,29276.090643274852,31358.39546191248,32653.967741935485,30663.536964980543,30701.073529411766,34325.63157894737,32496.048192771083,32268.584905660377,32919.903225806454,36006.11111111111,37378.97844827586,31319.762411347518,34844.17794486215,35980.487323943664,35005.56374501992,34806.42299349241,34908.204339963835,34977.03324808184,32011.076555023923,34392.121212121216,34750.5325443787,35210.59829059829,34869.41176470588,33653.68932038835,33030.73825503356,33449.89908256881,33397.10526315789,34857.21153846154,30689.32773109244,32755.20472440945,34024.84331797235,35147.12847222222,36285.01365187713,36012.81862745098,33949.21146953405,33274.25867507886,33304.77678571428,35229.72549019608,35033.805,33698.15425531915,30536.512027491408,32323.4008097166,34282.96460176991,33983.90625,33050.41935483871,33386.339869281044,32568.991031390135,32433.43137254902,31336.057142857142,30739.52808988764,31581.604838709678,28522.717391304348,29660.94827586207,31963.9263803681,33301.46341463415,32062.619047619046,31213.391959798995,32717.39644970414,31877.55769230769,31386.07341772152,31948.677966101695,31695.652173913044,31542.31818181818,30475.050505050505,31621.114649681527,34094.29805615551,32790.961904761905,36679.26845637584,33060.15015015015,34381.75125628141,34504.52060737527,33567.720982142855,33376.79104477612,31498.3908045977,33728.47107438016,34301.096096096095,38051.92181818182,33768.93039049236,33906.90781563126,35484.0206185567,33908.23273657289,33150.70580296896,33305.36912751678,35022.45658263305,35550.12814070352,36640.82892690513,35225.3801843318,35833.02631578947,36727.79151943463,39825.217391304344,39114.694485842025,39051.390428211584,38666.816,36695.534545454546,36745.77922077922,37236.99173553719,38863.12974296205,40015.71247113164,44536.26847034339,44567.10684273709,45214.91549295775,45205.58626465662,46684.281899109796,43899.98545454545,43422.99494949495,37899.81407035176,42006.340579710144,40348.61804222649,44566.32516703786,46913.19083023544,46065.4711751663,46872.024539877304,47430.350877192985,50948.55218855219,50703.96694214876,52650.576441102756,52158.81194690266,51983.402140672784,53096.623611111114,51263.97727272727,49710.357142857145,51839.420731707316,50164.223333333335,54197.03549060543,56489.41721234799,56035.93650793651,54205.65476190476,48924.67532467532,46371.56626506024,44664.1975308642,48354.79452054795,44992.02564102564,49594.32624113475,54949.29648241206,57478.90099009901,63041.68,59025.217391304344,61646.47239263804,63580.475382003395,65290.759930915374,62765.460030165916,62532.44075829384,61398.24618736383,57556.8016194332,54886.18279569892,62302.153846153844,66505.83982300885,68768.72518286311,69844.67010309278
관악구,24795.224719101123,26154.527687296417,26620.654911838792,26881.662468513852,26150.121951219513,27844.04716981132,25312.432432432433,28071.102040816328,28563.166666666668,28105.246088193457,26809.210191082802,27525.805653710246,26611.742424242424,25839.280991735537,27173.636363636364,27992.01438848921,28528.875,29264.555555555555,30191.553299492385,29352.58620689655,30057.020979020977,31774.336492890994,31782.304964539006,33531.1875,31799.06914893617,33304.52307692308,32644.403669724772,35566.846153846156,35499.23102310231,37172.06,36245.416666666664,34957.0,34119.84375,35497.04878048781,30821.153846153848,31884.25925925926,36944.36734693877,34223.32727272727,34284.710743801654,36711.5,36072.49484536082,35608.381642512075,35679.73568281938,36673.39160839161,36370.36885245902,36067.13636363636,36139.86170212766,35484.34782608696,34316.68831168831,36121.618055555555,34960.88888888889,33889.61038961039,35025.882352941175,33735.625,36502.333333333336,34551.38888888889,32616.09649122807,35739.01098901099,35050.22935779816,35482.65957446808,34489.227642276426,35890.36437246964,35651.62561576354,36109.032258064515,35714.598540145984,36565.04424778761,34500.59259259259,35740.923566878984,35068.11688311688,35256.43382352941,37151.63043478261,34140.39215686275,32337.032967032967,34139.608695652176,34648.25362318841,33674.509803921566,34483.698113207545,34753.84523809524,27317.47474747475,25065.31868131868,29828.672413793105,33714.84076433121,33353.93700787402,30237.043795620437,29581.39534883721,30718.076923076922,31507.66497461929,30282.42105263158,32243.660465116278,32911.41975308642,28989.943089430893,33179.86175115207,34305.38461538462,35696.0,32783.40425531915,34446.344086021505,34487.79527559055,33764.0074906367,35553.43984962406,34162.34375,33180.93525179856,33212.096774193546,35064.73429951691,35225.97165991903,34651.299270072996,33309.336734693876,36906.778846153844,35898.39108910891,35016.01016949153,35692.02564102564,35452.43220338983,36013.69387755102,35546.97932816538,37134.59445843829,37262.86956521739,36887.35135135135,38243.42465753425,37053.89743589744,38594.52736318408,36943.47222222222,36144.744897959186,36821.17222222222,36856.456747404845,36948.707792207795,37478.77,38515.12188365651,38242.153846153844,38762.579617834395,40502.170818505336,39919.90651558073,39289.434389140275,36793.46153846154,37222.75903614458,37997.979797979795,39715.41935483871,38838.37630662021,41060.22167487685,41194.678899082566,40993.73303167421,40480.631313131315,42427.84462151394,42507.990196078434,42289.77678571428,42210.150862068964,44612.29508196721,45471.54494382023,45606.086956521736,44855.13966480447,47110.31553398058,49434.307692307695,49898.47389558233,49573.692957746476,49837.67955801105,48892.91044776119,45941.96610169492,39950.0,35048.65853658537,41866.25,46528.9156626506,46614.431818181816,49134.642857142855,51593.16939890711,54023.1914893617,54053.05825242718,55435.49222797927,56105.982035928144,58210.9,57172.6148409894,57154.97872340425,57773.49152542373,56261.1797752809,55616.11510791367,55985.27607361963,65934.76953907816,60074.806666666664,58449.39024390244
광진구,37577.142857142855,40002.43523316062,40605.46125461254,40077.10843373494,40998.19188191882,40786.464052287585,36250.15151515151,38208.92523364486,39746.41061452514,43943.898734177215,43660.280373831774,42736.06796116505,47647.22222222222,36548.023255813954,42734.55882352941,38751.91935483871,40651.854545454546,44512.142857142855,40558.875,46768.45945945946,48592.96875,50148.101265822785,45187.36111111111,49272.64772727273,53314.95327102804,46309.375,47563.969849246234,47639.79581151832,52556.6,49562.903225806454,51789.68253968254,47556.12244897959,53293.93939393939,48659.61538461538,60537.5,49022.619047619046,51002.409638554214,52358.05369127517,54011.710743801654,50833.16888888889,54765.69934640523,51581.88510638298,51589.583333333336,51640.08620689655,55524.49056603773,51852.12790697674,59660.307692307695,50937.66233766234,51638.842975206615,60425.336134453784,67166.83653846153,49128.301886792455,59483.333333333336,50939.21568627451,58496.37096774193,48651.063829787236,53966.101694915254,55964.28571428572,67595.94696969698,60674.948387096774,56319.89102564102,55560.294117647056,56318.46846846847,54632.6,54928.78461538462,50563.46153846154,53640.985714285714,50355.232558139534,48903.48837209302,51966.25,55620.666666666664,50532.307692307695,48223.52380952381,60677.739583333336,57600.0,53135.38461538462,55396.153846153844,53642.10526315789,51348.75,50181.13636363636,46499.029411764706,52600.892857142855,54232.705128205125,61532.86567164179,48118.75,50915.82278481012,51480.586776859505,50283.482142857145,51503.9406779661,53937.13392857143,49407.5,51235.02272727273,50177.958333333336,54851.74846625767,49727.735849056604,52909.22302158274,52370.1,55176.63101604278,50645.72327044025,49820.23703703703,59918.485148514854,51735.294117647056,57938.23529411765,57924.55497382199,53433.45070422535,57164.912280701756,56251.3698630137,54148.56451612903,53688.913265306124,52489.240837696336,55542.89768976898,55126.55707762557,55567.870588235295,54900.64571428571,55150.4081632653,53363.56428571429,59460.343373493975,59600.83798882682,61540.05847953216,62705.51282051282,54783.67346938775,54681.442307692305,41770.70796460177,60815.167464114835,56935.07537688442,59406.463878327,61460.71698113208,59274.18032786885,65506.69491525424,64269.894366197186,64047.30434782609,63331.30841121495,60500.67567567567,61040.19607843137,61479.63888888889,56358.80952380953,65435.225895316806,63166.609589041094,68929.95327102803,71504.52380952382,70598.49462365592,72630.35714285714,70163.47150259068,75893.79310344828,78410.76655052265,78039.80891719746,76162.33333333333,81944.72602739726,71684.48333333334,73898.3870967742,79247.72727272728,83468.02621722847,86926.81818181818,87042.45283018867,89615.71428571429,74543.25806451614,67265.5172413793,74889.28571428571,74380.87719298246,83356.0,87293.93939393939,88718.25396825396,92066.97247706422,92201.67512690356,95700.53691275168,99424.39597315436,97381.00444444445,99855.68181818182,93384.12698412698,91018.26086956522,93927.88461538461,81679.48717948717,92418.18181818182,106298.25327510916,109700.0,110983.84615384616
구로구,22939.205607476637,22534.148235294117,23659.4544,22371.41414141414,23275.450819672133,21992.755474452555,22121.846846846845,23007.908496732027,23430.968446601943,24973.6660268714,21708.26582278481,21007.14876033058,20953.02310231023,21339.06976744186,22667.296072507554,25194.46120689655,23996.728110599077,26517.34944237918,26272.830769230768,24530.553571428572,26546.82593856655,27570.708446866483,26105.584905660377,27751.584507042255,26069.88253968254,27304.768194070082,28140.46956521739,30962.602230483273,31770.485651214127,33980.50131926122,31814.3661971831,31754.794520547945,29829.896907216495,30622.83582089552,32631.25,30605.862068965518,33779.0987654321,33803.83561643836,33009.94082840237,34742.24615384615,32597.310344827587,33515.13005780347,34032.067901234564,34236.163895486934,32606.625352112675,32737.61722488038,32866.04605263158,32837.97837837838,34095.72857142857,32370.442857142858,28714.29223744292,29404.541401273884,30496.95238095238,31070.25,31583.247311827956,30856.21568627451,30776.8125,30040.46511627907,32192.772321428572,33667.87725631769,33205.19390581718,32536.413994169096,30869.066666666666,33539.188679245286,31632.47474747475,32284.38418079096,32233.060344827587,32637.73092369478,31164.733031674208,30816.03043478261,32582.946666666667,30381.57476635514,31733.751937984496,30383.261467889908,29615.809523809523,30601.43137254902,30977.761194029852,29504.025423728814,29696.410256410258,29241.07843137255,30860.507246376812,30173.342465753423,30675.575916230366,29880.625899280574,30727.963963963964,29896.744897959183,32572.19344262295,30834.181547619046,30930.797101449276,29773.028,31480.701149425287,31502.601796407187,31070.0953307393,30795.19849246231,30894.04910714286,31909.916398713827,32990.915567282325,31439.036697247706,31291.627956989247,31703.207951070337,30499.344262295082,32724.95867768595,33940.98907103825,33164.79918032787,33070.72761904762,32079.849099099098,30987.031545741323,31291.006024096387,31552.19661733615,32504.675456389454,33846.91082045184,32999.86842105263,32202.448132780082,34400.86,33619.64467005076,34543.83817427386,34545.04201680672,34942.29824561404,34193.557422969185,33746.57024793389,35066.72354948805,33570.19169329073,34079.78723404255,34913.29457364341,33436.910112359554,35893.25153374233,36366.390625,36163.192307692305,38096.3108348135,37652.81055900621,36730.58823529412,35403.794642857145,35539.320388349515,35882.66447368421,36062.73058252427,36778.777537796974,39754.213036565976,39497.5468975469,41280.95469255663,38641.20065789474,40017.554945054944,39883.066666666666,39924.20886075949,43623.8782051282,43296.276,42950.149253731346,42229.561243144424,41791.065830721,40630.48231511254,42756.28342245989,45278.7037037037,46004.522613065325,44048.185,42265.725581395345,42153.913043478264,37910.34482758621,40017.47474747475,40303.57142857143,39370.73170731707,42235.91616766467,44917.391304347824,44699.28813559322,51912.587601078165,54625.26315789474,51900.0,54844.1280148423,56288.7652173913,53108.246062992126,50933.6230248307,50332.52613240418,48821.48867313916,46793.23144104803,49712.40223463687,58079.65974625144,61311.570397111915,58499.489795918365
금천구,18344.67469879518,18745.394736842107,19171.9754601227,19750.57803468208,20814.155844155845,19509.436170212764,20648.91379310345,20200.451219512193,20686.44705882353,21914.227941176472,20942.66575342466,21000.782857142858,22249.282608695652,20088.31683168317,18613.08219178082,21199.78494623656,19534.024390243903,20874.633027522937,21920.47619047619,23074.64912280702,22323.846153846152,23288.853260869564,22488.1,24356.21495327103,23264.12162162162,23516.842105263157,26071.785714285714,28515.128205128207,29213.880829015543,29744.264705882353,29724.21052631579,28977.272727272728,29719.565217391304,27040.0,20714.285714285714,33460.0,23920.58823529412,24875.37037037037,25714.545454545456,26033.87323943662,26213.97435897436,28959.35064935065,26112.7875,28417.2,27468.503937007874,29105.443037974685,26980.208333333332,27504.347826086956,27419.444444444445,30222.41379310345,28004.62962962963,28667.924528301886,25994.871794871793,26210.076923076922,25591.666666666668,24101.86046511628,24978.409090909092,27321.91780821918,27215.068493150684,26047.333333333332,27945.408163265307,27259.223300970873,27316.782608695652,25665.0,27394.33962264151,25901.639344262294,26244.237288135595,24598.045977011494,26053.333333333332,25532.878787878788,25493.650793650795,25948.333333333332,26480.0,25883.333333333332,25185.632183908045,25287.69230769231,24420.178571428572,23904.761904761905,25714.285714285714,26380.0,26443.103448275862,25331.884057971016,25367.045454545456,25988.650793650795,24443.96551724138,25544.0,24993.603603603602,24509.04761904762,26300.97087378641,25718.18181818182,24133.493975903613,25669.1935483871,26369.924812030076,24817.76073619632,25016.98113207547,21025.303030303032,27071.545454545456,25494.962686567163,27608.923076923078,26382.2,26668.88888888889,26814.98979591837,26785.61797752809,25960.563380281692,23477.9754601227,25561.25786163522,25745.462184873948,26677.582417582416,24859.14465408805,24111.31868131868,27486.90272373541,28018.725609756097,29036.080459770114,27851.714285714286,29126.005154639177,29178.70056497175,30488.2,32759.67213114754,30876.333333333332,28818.779069767443,30206.79012345679,29841.224489795917,29708.38125,30849.21568627451,30550.492753623188,29389.204545454544,31836.666666666668,32720.666666666668,34043.858695652176,33729.95305164319,32711.69811320755,32675.0,32789.634146341465,33484.7191011236,32415.0,32462.0625,33766.73575129534,33278.137055837564,33466.78571428572,32518.947368421053,36198.4693877551,33368.81188118812,35171.90476190476,33177.0,34827.27272727273,36605.90909090909,37171.329479768785,37131.83908045977,36164.14893617021,39184.46601941747,38399.710144927536,38435.875,38486.64948453608,38529.35779816514,39864.28571428572,40970.454545454544,38075.0,35309.34782608696,39189.50617283951,40261.72839506173,43190.5,40139.0625,41080.44585987261,44061.843971631206,43595.177142857145,47142.39024390244,46730.51282051282,44284.96240601504,47821.48,45375.94594594595,36773.75,41611.1320754717,45000.50505050505,48519.73684210526,50791.47727272727,60259.32203389831
노원구,16145.638095238095,17589.742177722153,19233.08527827648,18243.81345565749,18513.471861471862,18123.04954954955,16956.23711340206,18053.239361702126,18962.18163771712,20462.000787401576,19101.856820380523,17934.087161366315,18521.094052558783,17936.318264014466,17836.03734439834,19130.63914780293,17801.045548654245,20078.673619631903,20394.797164667394,20183.501199040766,20478.277008310248,21766.842869342443,23309.8701171875,22794.618743343985,24793.719806763285,26177.27696289905,30229.265073947667,35224.95472837022,34822.65270506108,33043.833333333336,31197.834196891192,30956.63120567376,30971.07438016529,26690.396039603962,25803.79746835443,27346.75925925926,26447.056277056276,26721.317494600433,28690.47557840617,29628.216666666667,29069.939209726443,29547.610035211266,29691.258644536654,30727.544052863435,32644.725609756097,30777.764705882353,33017.47,29402.65109034268,29666.292746113988,28565.92439862543,28427.549019607843,26612.449579831933,26310.91176470588,26711.12676056338,26246.59793814433,27624.58762886598,27541.614035087718,27242.13893967093,28602.1744,29248.370967741936,28696.491097922848,28615.640138408304,28888.645598194133,28686.311881188118,26581.64456233422,26674.96143958869,25880.762910798123,26587.85714285714,27053.257575757576,27411.07311320755,27576.129032258064,27007.40740740741,25340.26785714286,25249.962871287127,25879.64,26070.434782608696,24399.20512820513,24768.889655172414,24130.669456066946,23834.67226890756,24604.370666666666,24969.738134206218,26344.650205761318,25453.43556701031,25459.12676056338,25804.79069767442,25748.743777452415,25838.53711790393,24488.538102643855,25865.0,24885.472972972973,26478.478632478633,27190.421118012422,27787.95561357702,27272.545454545456,28134.016393442624,27281.5873015873,26305.342136854742,26714.121887287023,26171.531954887218,26595.443925233645,26460.757299270073,26392.19551282051,27511.24678362573,26634.90456431535,27605.62115621156,28897.246891651866,28846.55518394649,27552.15294117647,27460.193584070796,28142.66983695652,28332.59817351598,28386.0318275154,28138.350563909775,28332.722273143903,27790.478216818643,30319.921077065923,29749.507819687213,30608.185185185186,31298.696537678206,30199.159680638724,30471.203180212015,28667.569027611044,28932.00542888165,28791.86126526082,29670.610169491527,30732.60640920296,30974.269196025292,32355.94891774892,34571.44940239044,33921.29646697389,33984.71783295711,32224.35158501441,32860.018315018315,31891.789906103288,31545.125,32290.89857045609,33668.71693121693,35885.50555849656,35969.045340050376,36743.81153846154,36379.4649122807,36365.35839160839,37732.39092495637,38414.48275862069,38092.43670886076,36824.266370699224,37779.8024691358,36623.991130820395,38879.74801587302,40803.45238095238,38483.563462559745,39954.98542274052,44215.82191780822,40084.21052631579,39346.0,37882.032679738564,40398.958333333336,37998.42465753425,39953.43859649123,41157.54672897196,44103.690936106985,43842.78538812786,45705.457627118645,46019.71340523883,46052.25777777778,47810.49508489723,43256.0250240616,46471.54601226994,45900.73593073593,46298.256,45715.32258064516,47741.53721682848,50320.80579710145,55959.89247311828,56768.05860805861
